Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2025-05-22,54366.52734375,55161.650229947445,54167.74662220064,54962.86950839808,15254278
2025-05-23,53869.578125,54863.48178044281,53770.18775945572,54664.70104935425,11247115
2025-05-26,54366.52734375,54664.69842607404,53372.6237360032,53571.40445755256,10901337
2025-05-27,53571.40625,54167.74843460111,53472.01588589981,53869.57734230055,13439520
2025-05-28,55559.21484375,55757.99557664356,53869.57861415474,53968.96898060152,17516283
2025-05-29,55757.9921875,56056.16326871658,55261.04038547237,55857.38254790552,12936810
2025-05-30,55857.3828125,56851.28642126334,55459.82136899466,55857.3828125,26219683
2025-06-02,56453.7265625,56950.678380831865,55857.38438050176,55956.774744168135,12870515
2025-06-04,57447.62890625,57547.0192676795,56453.72529195502,56851.286737673014,19649983
2025-06-05,58739.703125,59534.82600994078,57547.01879758883,57745.79951882403,23266027
2025-06-09,59435.4375,60031.77968227425,59137.26640886288,60031.77968227425,19609659
2025-06-10,58839.09375,59733.60699957771,58441.53230574325,59634.21663851351,15305760
2025-06-11,59534.828125,59733.60885329716,59037.87630425709,59137.266668405675,13610734
2025-06-12,59137.265625,59634.217436974795,58938.48490021009,59336.04634978992,17755115
2025-06-13,57944.58203125,59832.99894135935,57348.23984911021,59832.99894135935,20705979
2025-06-16,56851.2890625,57745.80235194493,56553.117966018355,57646.41198645105,22200872
2025-06-17,57745.80078125,59435.43694868761,57050.06824171687,57447.62969287866,28637003
2025-06-18,59435.4375,59435.4375,57547.02058946488,57646.41095317726,17620705
2025-06-19,58839.09375,60230.558804898654,58640.31302787162,60131.16844383446,16876278
2025-06-20,59137.265625,59435.43671218488,58739.70417542017,59037.87526260504,18072251
2025-06-23,57646.41015625,58143.36196794181,57248.848706896555,58043.97160560345,16551694
2025-06-24,60131.171875,60230.56224173554,58938.487474173555,59037.877840909096,23737899
2025-06-25,60926.29296875,61224.46405995106,59932.38933141313,61125.07369621737,23933612
2025-06-26,59833.0,60926.29401993355,59534.82890365448,60926.29401993355,19402300
2025-06-27,60800.0,61600.0,60000.0,60100.0,17340470
2025-06-30,59800.0,61200.0,59800.0,61200.0,17110294
2025-07-01,60200.0,61100.0,60200.0,60400.0,13650991
2025-07-02,60800.0,60900.0,59800.0,60200.0,15047951
2025-07-03,63800.0,63800.0,61100.0,61300.0,32040639
2025-07-04,63300.0,64700.0,63000.0,64700.0,23748959
2025-07-07,61700.0,63300.0,61700.0,62900.0,17164708
2025-07-08,61400.0,62400.0,61000.0,61600.0,20213724
2025-07-09,60400.0,61400.0,60200.0,61400.0,17533415
2025-07-10,61000.0,61200.0,60400.0,60600.0,14768473
2025-07-11,62600.0,62800.0,61200.0,61300.0,19140650
2025-07-14,62500.0,62600.0,61800.0,62300.0,13563846
2025-07-15,63700.0,63800.0,62000.0,62300.0,18442202
2025-07-16,64700.0,64700.0,63100.0,63700.0,23042660
2025-07-17,66700.0,66800.0,64400.0,65900.0,39448683
2025-07-18,67100.0,67800.0,66300.0,67000.0,23951531
2025-07-21,67800.0,68800.0,67200.0,67400.0,17723148
2025-07-22,66000.0,68500.0,65600.0,68100.0,20829006
2025-07-23,66400.0,66500.0,64900.0,66200.0,15687058
2025-07-24,66000.0,66800.0,65900.0,66500.0,12660193
2025-07-25,65900.0,66300.0,65500.0,65700.0,8080910
2025-07-28,70400.0,70400.0,67200.0,68200.0,35332500
2025-07-29,70600.0,70800.0,68800.0,70800.0,28190940
2025-07-30,72600.0,73700.0,70600.0,71000.0,34761444
2025-07-31,71400.0,74000.0,71000.0,73000.0,26568072
